Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
RCSL3,"3,77","-5,86","-4,41","36,721","0,00%","3,111","-5,14","-37,20","-2,30","-37,17","-41,30","-98,71%","-622,38%","0,37","-8,72%","75,35%","2.088.390,00","-27.182.000,00","0,00","-47,59%"
BLUT3,"5,14","-5,63","0,46","0,000","0,00%","0,138","-0,76","-42,93","-0,20","-53,97","-53,97","0,00%","0,00%","0,00","-0,33%","-8,24%","3.091,81","56.569.000,00","0,12","0,00%"
BUET3,"24,99","-5,46","-0,97","1,961","0,00%","0,572","-0,67","-13,13","-0,39","-22,60","-36,32","-14,93%","-35,93%","0,11","-5,95%","17,79%","0,00","-124.674.000,00","-0,70","4,55%"
WEST3,"5,34","-5,17","0,27","0,405","0,00%","0,198","0,50","-1,45","0,59","0,86","1,38","-27,86%","-7,82%","2,97","-25,23%","-5,19%","40.066,50","220.729.000,00","0,03","-17,00%"
DASA3,"4,19","-5,12","0,67","0,418","0,00%","0,249","4,32","5,71","-0,78","12,07","5,06","7,32%","-8,11%","1,23","5,22%","-13,14%","11.911.600,00","7.821.120.000,00","1,07","6,62%"
TLCP3,"48,00","-5,02","1,76","0,824","0,00%","0,533","-2,76","-26,61","-1,33","-43,86","-43,86","-3,10%","-16,40%","0,61","-2,52%","-35,04%","0,00","262.979.000,00","1,21","9,09%"
RIOS3,"33,61","-4,99","-2,54","10,278","0,00%","1,201","-1,11","-42,40","-0,82","-71,76","-35,80","-24,24%","-205,85%","0,01","-3,26%","50,77%","1.264,82","-905.447.000,00","-1,76","53,12%"
LFFE4,"3,89","-4,91","4,08","0,000","0,00%","3,599","0,00","-26,50","0,00","-23,11","10,90","0,00%","0,00%","0,00","0,00%","-83,10%","0,00","51.892.000,00","0,00","0,00%"
CGOS3,"26,20","-4,85","1,89","0,509","0,00%","0,167","-0,83","-256,60","-0,25","-570,29","-570,29","-0,20%","-10,48%","0,54","-0,08%","-39,02%","0,00","453.387.000,00","2,48","8,97%"
TCNO4,"0,85","-4,82","-5,95","0,000","0,00%","0,024","-0,06","-2,04","-0,03","-14,27","-16,48","0,00%","0,00%","0,28","-1,59%","123,36%","0,00","-946.000,00","-35,76","-32,39%"
LUPA3,"1,04","-4,76","0,43","0,704","0,00%","0,099","-1,70","-1,64","-0,20","-7,43","-8,67","-42,96%","-14,80%","0,82","-6,34%","-9,00%","121.490,00","113.324.000,00","1,52","-3,01%"
PRML3,"11,52","-4,41","1,98","18,612","0,00%","0,581","23,00","-30,33","-0,93","-63,15","1.640,31","-61,36%","-424,99%","2,02","-1,96%","-44,84%","0,00","2.192.720.000,00","2,18","32,85%"
ADHM3,"1,56","-4,09","-1,29","770,924","0,00%","105,126","-1,43","-5,69","-1,27","-5,69","-5,81","-13.548,50%","-18.860,60%","0,00","521,70%","31,47%","2.064,00","-19.776.000,00","0,00","43,48%"
LJQQ3,"2,36","-4,07","1,03","0,181","0,00%","0,126","0,44","-18,75","-0,82","-19,92","4,30","-0,97%","-4,44%","1,64","-0,87%","-25,21%","4.947.640,00","448.152.000,00","1,25","6,67%"
BUET4,"18,49","-4,04","-0,72","1,451","0,00%","0,423","-0,50","-9,72","-0,29","-19,18","-30,83","-14,93%","-35,93%","0,11","-5,95%","17,79%","0,00","-124.674.000,00","-0,70","4,55%"
PMET5,"0,65","-3,95","-0,16","4,518","0,00%","30,248","-0,22","89,99","-0,16","503,88","503,88","5,02%","-114,49%","0,01","38,97%","4,10%","0,00","-290.863.000,00","-0,74","37,74%"
LFFE3,"3,11","-3,92","3,26","0,000","0,00%","2,877","0,00","-21,18","0,00","-17,80","8,39","0,00%","0,00%","0,00","0,00%","-83,10%","0,00","51.892.000,00","0,00","0,00%"
FBMC3,"80,00","-3,78","-0,92","3,858","0,00%","1,384","-1,79","-2,85","-0,64","-3,31","-3,69","-135,59%","-101,97%","0,31","-64,70%","24,19%","0,00","-63.552.000,00","-0,15","-31,66%"
TLCP4,"34,11","-3,57","1,25","0,586","0,00%","0,379","-1,96","-18,91","-0,95","-36,16","-36,16","-3,10%","-16,40%","0,61","-2,52%","-35,04%","0,00","262.979.000,00","1,21","9,09%"
BECE3,"9,10","-3,42","8,72","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-255,20%","0,00","96.496.000,00","0,00","12,81%"
MRVE3,"8,05","-3,40","0,86","0,442","0,00%","0,159","0,62","3,35","-0,69","9,29","7,91","13,20%","-13,06%","1,87","5,02%","-25,34%","60.680.500,00","5.263.330.000,00","1,66","10,61%"
FICT3,"1,95","-3,34","1,44","24,649","0,00%","0,950","1,55","-9,98","1,71","-5,03","-7,19","-247,09%","-738,88%","3,17","-43,63%","-43,25%","75.754,60","59.287.000,00","0,17","-36,00%"
BECE4,"8,75","-3,29","8,38","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-255,20%","0,00","96.496.000,00","0,00","12,81%"
TPIS3,"5,35","-3,20","0,27","0,206","10,26%","0,092","-0,24","1,86","-0,15","11,48","4,00","11,09%","-9,00%","0,16","5,21%","-8,57%","210.330,00","859.637.000,00","1,50","3,05%"
ARTR3,"10,01","-3,19","1,99","1,034","0,00%","0,274","-12,17","6,59","-0,38","20,96","6,71","15,69%","-32,37%","0,86","4,79%","-62,40%","0,00","2.887.710.000,00","5,24","10,72%"
TRAD3,"3,82","-3,09","0,83","4,867","0,00%","0,704","1,56","-3,51","1,60","-2,93","-3,68","-138,63%","-158,36%","9,31","-22,70%","-27,03%","105.387,00","183.145.000,00","0,00","-29,38%"
USIM6,"8,00","-3,01","0,48","0,377","0,00%","0,284","0,80","9,66","2,14","9,87","4,45","3,90%","-11,88%","4,21","3,84%","-16,03%","0,00","20.751.300.000,00","0,30","-5,32%"
PNOR6,"1,87","-2,90","0,55","0,354","0,00%","0,205","0,70","8,52","-2,32","4,57","4,57","4,15%","-11,74%","2,50","3,61%","-18,84%","0,00","158.071.000,00","0,42","1,34%"
PNOR5,"1,87","-2,90","0,55","0,354","0,00%","0,205","0,70","8,52","-2,32","4,57","4,57","4,15%","-11,74%","2,50","3,61%","-18,84%","0,00","158.071.000,00","0,42","1,34%"
STRP4,"0,21","-2,85","-0,43","0,416","0,00%","0,111","-0,18","-0,45","-0,09","-1,15","-1,15","-91,82%","-14,58%","0,13","-25,49%","14,95%","0,00","-12.498.000,00","-0,66","-36,39%"
SOMA3,"5,94","-2,81","0,80","0,867","0,00%","0,486","2,01","7,45","19,87","9,24","6,13","11,63%","-30,81%","2,36","7,81%","-28,52%","0,00","5.809.620.000,00","0,33","58,94%"
LIXC3,"1,75","-2,62","1,52","395,995","0,00%","0,069","0,28","-4,21","3,84","-6,37","-6,68","-9.413,21%","-14.386,80%","1,34","-1,90%","-57,85%","0,00","13.842.000,00","0,79","-75,90%"
BIED3,"5,20","-2,53","2,08","0,403","0,00%","0,308","-1,35","63,04","-0,46","77,97","10,74","0,64%","-16,19%","0,33","0,51%","-82,07%","17.586,80","66.699.000,00","0,72","7,52%"
USIM5,"6,68","-2,52","0,40","0,315","0,00%","0,237","0,67","8,07","1,79","8,27","3,73","3,90%","-11,88%","4,21","3,84%","-16,03%","61.162.700,00","20.751.300.000,00","0,30","-5,32%"
USIM3,"6,65","-2,50","0,40","0,314","0,00%","0,236","0,67","8,03","1,78","8,24","3,71","3,90%","-11,88%","4,21","3,84%","-16,03%","3.292.510,00","20.751.300.000,00","0,30","-5,32%"
BICB4,"8,25","-2,43","2,21","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-91,00%","0,00","944.626.000,00","0,00","-31,19%"
MEAL3,"1,23","-2,42","0,39","0,177","0,00%","0,154","-3,02","-7,58","-0,35","-13,28","4,61","-2,33%","-7,31%","0,77","-2,36%","-16,18%","336.009,00","901.644.000,00","0,52","3,21%"
PTBL3,"3,26","-2,41","2,36","0,177","0,00%","0,129","-7,75","4,89","-0,22","15,89","5,08","3,62%","-7,34%","0,96","3,58%","-97,87%","523.069,00","194.535.000,00","6,61","8,15%"
VVAR11,"14,58","-2,37","1,72","0,158","0,00%","0,132","-0,78","2,19","-0,26","5,59","3,75","7,22%","-6,66%","0,71","8,33%","-72,55%","0,00","2.634.000.000,00","3,54","-3,51%"
RNEW11,"3,23","-2,36","0,32","0,856","0,00%","0,135","-2,32","-5,21","-0,27","-13,62","37,65","-16,44%","-36,23%","0,58","-2,72%","-13,60%","0,00","1.250.090.000,00","0,57","43,96%"
VVAR4,"4,84","-2,36","1,71","0,157","0,00%","0,131","-0,78","2,18","-0,26","5,59","3,74","7,22%","-6,66%","0,71","8,33%","-72,55%","0,00","2.634.000.000,00","3,54","-3,51%"
BICB3,"8,00","-2,35","2,14","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-91,00%","0,00","944.626.000,00","0,00","-31,19%"
DMFN3,"12,50","-2,33","1,52","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-65,31%","0,00","507.216.000,00","0,00","89,76%"
RNEW3,"1,05","-2,30","0,31","0,835","0,00%","0,132","-2,26","-5,08","-0,26","-13,49","37,29","-16,44%","-36,23%","0,58","-2,72%","-13,60%","38.035,70","1.250.090.000,00","0,57","43,96%"
ARLA4,"3,38","-2,21","-0,62","2,137","0,00%","0,442","-0,31","-6,74","-0,29","-17,87","-17,87","-31,72%","-96,55%","0,10","-13,71%","28,00%","0,00","-24.319.000,00","-1,02","-47,46%"
CEED4,"20,00","-2,19","-0,34","0,224","0,00%","0,153","2,72","2,37","-0,13","12,71","9,20","9,44%","-10,25%","1,22","7,79%","15,49%","0,00","-4.031.280.000,00","-1,68","6,70%"
LIXC4,"1,45","-2,17","1,26","328,110","0,00%","0,057","0,23","-3,49","3,18","-5,65","-5,92","-9.413,21%","-14.386,80%","1,34","-1,90%","-57,85%","0,00","13.842.000,00","0,79","-75,90%"
MMXM3,"14,00","-2,17","-0,11","0,000","0,00%","0,710","-0,10","4,70","-0,09","18,64","18,64","0,00%","0,00%","0,01","25,93%","4,97%","0,00","-842.661.000,00","-0,32","-28,51%"
OGXP3,"1,63","-2,15","-0,98","0,000","0,00%","0,925","0,00","-16,46","0,00","-16,46","-16,46","0,00%","0,00%","0,00","0,00%","45,53%","0,00","-53.901.000,00","0,00","0,00%"
NTCO3,"10,80","-2,09","0,99","0,692","0,00%","0,426","1,94","5,35","-15,63","6,80","5,58","12,93%","-33,04%","1,68","10,09%","-47,14%","0,00","15.043.700.000,00","0,42","-15,90%"
VTLM3,"0,79","-2,07","-0,65","390,404","0,00%","53,237","-0,72","-2,88","-0,64","-2,88","-2,94","-13.548,50%","-18.860,60%","0,00","521,70%","31,47%","0,00","-19.776.000,00","0,00","43,48%"
KRSA3,"8,87","-2,03","1,20","0,293","0,00%","0,138","1,33","2,76","-0,25","14,74","8,56","10,62%","-15,35%","1,48","5,52%","-58,89%","0,00","573.172.000,00","5,71","6,31%"
SJOS3,"1,19","-1,92","-0,08","8,910","0,00%","5,247","-0,09","-35,39","-0,08","-86,80","-86,80","-25,18%","-462,95%","0,01","1,13%","4,33%","0,00","-192.639.000,00","-0,12","-14,67%"
PTBL4,"2,59","-1,92","1,88","0,141","0,00%","0,102","-6,16","3,89","-0,17","14,88","4,76","3,62%","-7,34%","0,96","3,58%","-97,87%","0,00","194.535.000,00","6,61","8,15%"
RNEW4,"0,87","-1,91","0,26","0,692","0,00%","0,109","-1,87","-4,21","-0,22","-12,62","34,89","-16,44%","-36,23%","0,58","-2,72%","-13,60%","69.128,20","1.250.090.000,00","0,57","43,96%"
AMBP3,"0,29","-1,89","0,44","0,067","0,00%","0,029","0,10","0,43","-0,07","6,07","3,43","15,56%","-2,56%","2,72","9,57%","-23,47%","5.709.160,00","1.093.330.000,00","10,10","56,82%"
ARCZ3,"3,66","-1,88","1,95","1,096","0,00%","0,369","1,53","9,50","-0,84","28,18","28,18","11,54%","-58,02%","2,86","4,03%","-103,98%","0,00","1.934.210.000,00","3,92","0,75%"
ARCZ6,"3,63","-1,86","1,94","1,087","0,00%","0,366","1,52","9,42","-0,84","28,10","28,10","11,54%","-58,02%","2,86","4,03%","-103,98%","0,00","1.934.210.000,00","3,92","0,75%"
AMOB3,"13,13","-1,82","0,24","0,026","0,00%","0,059","0,29","1,06","-0,29","6,74","3,99","2,40%","-1,40%","1,58","7,51%","-13,19%","627.102,00","2.074.400.000,00","1,48","0,00%"
BISA3,"1,58","-1,77","1,18","1,692","0,00%","0,321","0,86","-4,02","-7,64","-6,21","-9,28","-42,05%","-96,36%","2,22","-8,50%","-66,94%","0,00","1.788.370.000,00","0,77","-24,23%"
VIVR3,"0,62","-1,71","0,39","0,803","0,00%","0,125","1,85","-2,78","-0,53","-4,08","-4,24","-28,83%","-47,03%","1,19","-4,77%","-22,88%","39.527,10","77.426.000,00","0,32","-11,52%"
BCAL6,"0,28","-1,70","-0,07","1,946","0,00%","13,030","-0,09","38,77","-0,07","452,65","452,65","5,02%","-114,49%","0,01","38,97%","4,10%","0,00","-290.863.000,00","-0,74","37,74%"
DJON4,"0,18","-1,70","0,22","-0,956","0,00%","0,166","-1,29","-1,42","-0,85","-1,98","-1,98","67,37%","56,33%","0,24","-12,02%","-12,84%","0,00","2.702.000,00","0,09","45,19%"
SPRI6,"11,00","-1,68","1,24","0,000","0,00%","1,196","2,33","-3,21","2,47","-2,86","-2,88","0,00%","0,00%","66,47","-42,86%","-73,82%","0,00","22.420.000,00","0,00","-7,33%"
BLUT4,"1,52","-1,66","0,14","0,000","0,00%","0,041","-0,22","-12,69","-0,06","-23,74","-23,74","0,00%","0,00%","0,00","-0,33%","-8,24%","10.453,20","56.569.000,00","0,12","0,00%"
ARLA3,"2,47","-1,62","-0,45","1,562","0,00%","0,323","-0,22","-4,92","-0,21","-16,06","-16,06","-31,72%","-96,55%","0,10","-13,71%","28,00%","0,00","-24.319.000,00","-1,02","-47,46%"
SPRI3,"10,51","-1,61","1,19","0,000","0,00%","1,143","2,23","-3,07","2,36","-2,72","-2,74","0,00%","0,00%","66,47","-42,86%","-73,82%","0,00","22.420.000,00","0,00","-7,33%"
SDIA4,"6,42","-1,59","9,41","0,397","0,00%","0,418","-3,29","9,53","-0,83","23,15","23,15","4,16%","-25,09%","0,78","5,89%","-590,66%","0,00","459.230.000,00","17,27","13,42%"
SDIA3,"6,42","-1,59","9,41","0,397","0,00%","0,418","-3,29","9,53","-0,83","23,15","23,15","4,16%","-25,09%","0,78","5,89%","-590,66%","0,00","459.230.000,00","17,27","13,42%"
DUQE3,"28,00","-1,58","-11,29","12,103","0,00%","0,428","-0,74","-1,65","-0,57","-2,70","-2,98","-732,92%","-767,60%","0,33","-28,21%","715,74%","0,00","-6.987.000,00","-7,19","-42,70%"
CSAN3,"5,14","-1,54","3,45","0,479","0,00%","0,162","1,71","2,20","-0,31","8,07","5,47","21,76%","-27,77%","1,80","8,52%","-223,96%","211.819.000,00","5.901.320.000,00","11,40","15,81%"
SCLO4,"0,41","-1,45","-3,00","0,000","0,00%","6,979","-2,71","-1,38","-2,54","-1,48","-1,48","0,00%","0,00%","0,19","-510,54%","206,34%","0,00","-131.373,00","-0,21","0,00%"
AVLL3,"0,86","-1,41","-0,89","0,258","0,00%","0,125","-3,17","1,03","-0,17","4,37","4,33","24,93%","-15,02%","0,91","14,87%","62,83%","23.914,10","-189.334.000,00","-3,85","29,01%"
BRKM3,"8,34","-1,40","-1,88","0,090","0,00%","0,076","1,70","-3,22","-0,10","-21,32","16,97","-2,80%","-7,23%","1,18","-3,12%","134,56%","166.521,00","-3.533.000.000,00","-12,66","-8,37%"
BRKM5,"8,25","-1,38","-1,86","0,089","0,00%","0,075","1,68","-3,19","-0,10","-21,28","16,94","-2,80%","-7,23%","1,18","-3,12%","134,56%","33.121.600,00","-3.533.000.000,00","-12,66","-8,37%"
PCAR3,"3,78","-1,37","0,69","0,097","0,00%","0,102","-0,91","1,19","-0,17","2,89","1,66","8,14%","-7,02%","0,70","11,16%","-50,45%","35.173.500,00","2.688.000.000,00","1,50","-13,77%"
BHIA3,"2,76","-1,35","0,98","0,090","0,00%","0,075","-0,44","1,24","-0,15","4,65","3,12","7,22%","-6,66%","0,71","8,33%","-72,55%","18.506.300,00","2.634.000.000,00","3,54","-3,51%"
BRKM6,"8,00","-1,34","-1,81","0,086","0,00%","0,073","1,63","-3,09","-0,10","-21,19","16,86","-2,80%","-7,23%","1,18","-3,12%","134,56%","1.346,66","-3.533.000.000,00","-12,66","-8,37%"
SPRI5,"8,52","-1,30","0,96","0,000","0,00%","0,927","1,81","-2,49","1,91","-2,14","-2,15","0,00%","0,00%","66,47","-42,86%","-73,82%","0,00","22.420.000,00","0,00","-7,33%"
IDVL4,"2,67","-1,26","1,16","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-91,76%","0,00","237.683.000,00","0,00","0,00%"
PMET6,"0,20","-1,21","-0,05","1,390","0,00%","9,307","-0,07","27,69","-0,05","441,57","441,57","5,02%","-114,49%","0,01","38,97%","4,10%","0,00","-290.863.000,00","-0,74","37,74%"
AMER3,"4,88","-1,20","0,21","0,070","0,00%","0,060","0,34","-0,86","-0,25","-2,02","-8,28","-8,21%","-5,85%","1,63","-8,40%","-17,16%","13.079.600,00","4.737.000.000,00","0,40","-9,87%"
TOKY3,"0,65","-1,15","522,42","0,185","0,00%","73,148","-3.430,01","-16,05","-113,23","-16,13","3,25","-1,15%","-19,63%","0,94","-543,53%","-45.589,10%","632.197,00","269.731,00","2,53","0,05%"
ONCO3,"2,63","-1,06","3,07","0,502","0,00%","0,362","8,92","7,43","-0,75","18,38","10,02","6,75%","-49,09%","1,12","5,80%","-289,63%","11.724.200,00","971.212.000,00","5,01","17,50%"
LGLO4,"100,00","-1,05","0,65","0,225","0,00%","0,192","-0,32","-1,24","-0,32","-2,13","-2,13","-18,10%","-21,47%","0,14","-18,37%","-62,51%","0,00","5.191.000,00","0,49","-11,42%"
IDVL3,"2,16","-1,02","0,93","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-91,76%","0,00","237.683.000,00","0,00","0,00%"
CEED3,"8,95","-0,98","-0,15","0,100","0,00%","0,068","1,22","1,06","-0,06","11,39","8,25","9,44%","-10,25%","1,22","7,79%","15,49%","70,66","-4.031.280.000,00","-1,68","6,70%"
BAHI11,"2,00","-0,97","0,80","0,155","0,00%","0,119","-0,52","24,25","-0,18","39,18","5,39","0,64%","-16,19%","0,33","0,51%","-82,07%","0,00","66.699.000,00","0,72","7,52%"
RAIZ4,"0,83","-0,92","0,62","0,036","0,00%","0,065","0,34","10,32","-0,15","81,34","6,60","0,35%","-3,87%","1,71","0,80%","-67,11%","18.273.800,00","13.848.000.000,00","5,54","9,00%"
DHBI3,"19,00","-0,83","-0,17","0,869","0,00%","0,343","-0,16","-3,68","-0,13","-24,58","-59,55","-23,58%","-154,81%","0,12","-10,50%","21,03%","0,00","-456.340.000,00","-0,99","-23,62%"
LETO5,"2,06","-0,83","-0,14","0,000","0,00%","0,248","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","17,05%","0,00","-58.642.000,00","0,00","-17,38%"
GFSA3,"4,53","-0,81","0,03","0,058","0,00%","0,010","0,04","-0,27","-0,51","-7,52","-8,18","-21,38%","-7,16%","1,88","-3,95%","-3,13%","3.015.680,00","1.989.340.000,00","0,78","-7,21%"
IENG3,"0,15","-0,81","0,99","1,717","0,00%","0,110","-1,17","3,88","-0,30","25,11","25,11","44,29%","-224,61%","0,85","2,84%","-122,41%","0,00","52.234.000,00","5,45","8,13%"
TXRX3,"9,97","-0,73","-0,11","0,376","0,00%","0,244","-0,23","-5,09","-0,09","-46,00","-93,94","-7,39%","-51,35%","0,28","-5,10%","15,03%","104,95","-385.474.000,00","-0,89","-10,32%"
TCSA3,"1,22","-0,69","0,29","0,324","0,00%","0,082","-1,20","-0,80","-0,19","-5,35","-5,77","-40,60%","-46,78%","0,81","-10,85%","-42,07%","112.046,00","309.730.000,00","1,81","21,41%"
SHOW3,"6,23","-0,69","0,41","0,284","0,00%","0,106","0,93","-6,01","-0,78","1,54","22,31","-4,72%","-42,57%","1,23","-3,33%","-59,45%","377.699,00","102.766.000,00","0,60","72,69%"
LATM11,"28,65","-0,68","0,02","0,006","0,00%","0,003","-0,02","0,05","0,00","7,74","7,74","11,46%","-0,39%","0,49","6,55%","-2,37%","0,00","11.357.000.000,00","2,92","16,69%"
CELM3,"15,00","-0,67","-0,16","0,257","0,00%","0,132","-0,21","-1,02","-0,10","-4,26","-4,26","-25,14%","-38,36%","0,44","-15,60%","23,41%","0,00","-11.104.000,00","-0,66","5,80%"
IENG5,"0,12","-0,65","0,79","1,374","0,00%","0,088","-0,93","3,10","-0,24","24,33","24,33","44,29%","-224,61%","0,85","2,84%","-122,41%","0,00","52.234.000,00","5,45","8,13%"
RDNI3,"2,14","-0,60","0,56","0,254","0,00%","0,080","0,40","-1,40","-0,26","-8,28","-8,96","-18,12%","-41,67%","1,61","-6,06%","-94,52%","10.700,50","165.979.000,00","2,94","-4,50%"
BRPR3,"131,17","-0,57","0,05","0,695","1.202,89%","0,038","1,73","12,11","-0,49","-3,70","-2,55","5,74%","-123,98%","1,12","0,35%","-9,34%","0,00","1.136.910.000,00","0,07","-25,05%"
FRTA3,"1,31","-0,49","-0,04","0,357","0,00%","0,088","-0,03","-0,68","-0,03","-17,74","-18,74","-52,65%","-72,29%","0,03","-18,02%","7,17%","0,00","-75.884.000,00","-0,89","-6,51%"
REEM4,"4,63","-0,48","-0,08","0,197","0,00%","0,137","-0,14","-4,33","-0,07","-3,84","-6,01","-4,54%","-40,65%","0,45","4,61%","15,78%","0,00","-372.708.000,00","0,00","-13,59%"
CCXC3,"1,16","-0,48","-0,04","0,000","0,00%","0,185","0,00","-0,65","0,00","-0,52","-0,52","0,00%","0,00%","0,00","0,00%","7,85%","0,00","-52.699.000,00","0,00","0,00%"
PMAM4,"5,84","-0,47","-0,11","1,341","0,00%","0,465","-0,12","-2,85","-0,09","-23,49","-35,46","-47,01%","-283,89%","0,05","-29,82%","23,04%","0,00","-6.658.140.000,00","-0,79","-47,30%"
IFCM3,"0,86","-0,47","0,31","0,123","0,00%","0,078","0,35","-0,08","-0,28","-0,32","-0,34","-163,80%","-26,31%","1,91","-129,97%","-65,71%","887.887,00","338.323.000,00","1,24","1,23%"
CTNM3,"7,13","-0,46","-0,58","0,344","0,00%","0,073","-0,12","-0,51","-0,07","-3,40","-4,32","-67,36%","-137,36%","0,24","-17,07%","126,34%","0,00","-375.916.000,00","-3,54","-24,85%"
VVEO3,"1,33","-0,43","0,21","0,038","0,00%","0,047","0,28","-4,39","-0,18","-32,99","14,60","-0,86%","-8,78%","1,49","-1,49%","-49,46%","2.550.840,00","2.014.760.000,00","1,79","12,94%"
DOCA3,"11,00","-0,40","-0,03","-3,064","0,00%","0,030","-0,32","-0,26","-0,02","-6,86","-6,76","1.165,92%","636,17%","0,61","-12,48%","8,24%","0,00","-390.317.000,00","-0,82","-38,80%"
FGUI4,"0,38","-0,39","-0,07","0,507","0,00%","0,798","-0,07","-1,83","-0,06","-14,24","-14,24","-27,72%","-129,00%","0,04","-60,74%","17,32%","0,00","-222.024.000,00","-0,46","2,13%"
FHER3,"4,20","-0,35","-0,20","0,050","0,00%","0,079","-0,63","-0,93","-0,11","-0,59","-0,91","-5,41%","-14,19%","0,85","-26,34%","56,73%","65.522,90","-1.129.610.000,00","-0,05","3,28%"
AZEV3,"0,43","-0,35","1,60","0,951","0,00%","0,244","-2,19","-2,85","-0,38","-3,50","2,39","-33,36%","-269,37%","0,65","-9,69%","-453,29%","471.343,00","159.350.000,00","0,41","35,49%"
WISA4,"0,25","-0,35","-0,01","0,219","0,00%","0,029","-0,06","-0,31","-0,01","-19,27","-19,27","-71,41%","-62,75%","0,18","-9,78%","2,39%","0,00","-205.386.000,00","-0,52","-48,66%"
PLAS3,"4,75","-0,34","-0,09","0,050","0,00%","0,093","-0,13","-2,05","-0,05","-11,67","9,83","-2,46%","-15,06%","0,32","-5,68%","26,14%","754,26","-673.571.000,00","-0,43","18,58%"
LETO3,"0,80","-0,32","-0,05","0,000","0,00%","0,096","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","17,05%","0,00","-58.642.000,00","0,00","-17,38%"
WISA3,"0,20","-0,28","-0,01","0,175","0,00%","0,023","-0,05","-0,25","-0,01","-19,21","-19,21","-71,41%","-62,75%","0,18","-9,78%","2,39%","0,00","-205.386.000,00","-0,52","-48,66%"
CTSA8,"1,00","-0,23","0,21","0,283","0,00%","0,047","-0,13","-0,41","-0,08","-3,50","-4,12","-69,22%","-124,60%","0,30","-13,22%","-93,74%","0,00","130.725.000,00","1,66","-34,39%"
OIBR4,"1,23","-0,22","-0,03","1,783","0,00%","0,022","-0,13","-0,16","-0,01","-4,02","-5,36","-1.141,46%","-808,87%","0,59","-17,97%","11,89%","166.985,00","-15.496.000.000,00","-0,72","-45,94%"
AZEV4,"0,26","-0,21","0,97","0,575","0,00%","0,147","-1,32","-1,72","-0,23","-2,37","1,62","-33,36%","-269,37%","0,65","-9,69%","-453,29%","3.328.140,00","159.350.000,00","0,41","35,49%"
BOBR4,"1,23","-0,21","-0,20","0,201","0,00%","0,386","-6,48","1,62","-0,16","2,83","2,49","12,41%","-97,15%","0,89","33,60%","96,55%","15.003,50","-1.607.720.000,00","-0,18","9,13%"
CTAX3,"0,90","-0,19","0,27","0,055","0,00%","0,021","-0,08","-2,05","-0,03","-13,93","12,35","-2,70%","-29,79%","0,38","-1,13%","-144,99%","6.191,95","89.018.000,00","2,62","-22,90%"
DOCA4,"5,00","-0,18","-0,01","-1,393","0,00%","0,014","-0,15","-0,12","-0,01","-6,71","-6,62","1.165,92%","636,17%","0,61","-12,48%","8,24%","0,00","-390.317.000,00","-0,82","-38,80%"
ADMF3,"12,00","-0,17","1,55","1,771","0,00%","0,222","1,40","8,21","1,89","0,00","0,00","21,56%","-1.060,79%","1,19","27,42%","-928,32%","38.042,10","45.164.000,00","4,74","0,00%"
DUQE4,"2,95","-0,17","-1,19","1,275","0,00%","0,045","-0,08","-0,17","-0,06","-1,23","-1,35","-732,92%","-767,60%","0,33","-28,21%","715,74%","0,00","-6.987.000,00","-7,19","-42,70%"
INEP3,"1,41","-0,16","-0,04","17,102","0,00%","0,157","-0,07","-0,75","-0,03","-10,67","-11,43","-2.280,75%","-10.707,10%","0,13","-26,48%","23,84%","61.264,00","-1.791.040.000,00","-0,52","-24,59%"
AERI3,"3,24","-0,16","-0,97","0,239","0,00%","0,103","0,98","-0,23","-0,14","-2,20","-2,45","-103,77%","-147,83%","1,39","-48,38%","598,24%","278.706,00","-208.276.000,00","-8,41","-23,80%"
MNDL4,"0,38","-0,15","0,03","0,004","0,00%","0,003","-0,02","0,04","-0,01","5,83","4,93","8,92%","-2,44%","0,78","6,71%","-17,71%","0,00","137.573.000,00","3,78","10,92%"
FTRX3,"0,13","-0,15","-0,02","0,206","0,00%","0,023","-0,04","-0,19","-0,01","-1,77","-2,27","-106,22%","-138,83%","0,06","-11,99%","13,50%","0,00","-154.535.000,00","-0,16","-31,25%"
